id,user_id,tree_id,comment_text,platform,sentiment,confidence,category,impact,water_drops,poison_drops,week_number
#######,#######,#######,agora já posso me justificar,twitter,neutral,0.5,Normal,1,0,0,6
#######,#######,#######,my beautiful oggas,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,such a beautiful thing,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"the court is corrupt, that would be easy to prove. Ratha and Baloyi have been blatant about it",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Liam Delap,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,no,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,she is a beutiful girl,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,I know I'm not trading as much as I should. Unlikely but I'm just not feeling like it.,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,"want to check it myself and see how much i will have, positive and beautiful moves",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,love this,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Venda culture and tradition is so beautiful and respectful I am proud🫡,twitter,positive,0.7,Normal,4,4,0,1
#######,#######,#######,HAPPY BDAY QUEEN ILY,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,not a day older than when she was 20 😍😍😍She is soo stunning mhan!!!! Love her,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,Both looking cool.,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,"Hard work and dedication, well done bro.",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,I keep saying that Diddy is such a vile person. He doesn't deserve to be defended.,instagram,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,ouchhhhhh🔥☠️😻,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,uma vontade: bater minha meta do trabalhouma outra vontade: dormir,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,I feel good today,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,beautiful,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,a lot of feelings!,instagram,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,whaat😂😂this is crazy,instagram,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,The winning team🙏,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,okay,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,completei um freela interessante agora,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,you are beautiful,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,🤣🤣🤣🤣🤣🤣🤣,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,"Legendry person even live on earth, you are always  great for us.",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,good to see you leaders.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,nice makhi,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"My favorite journalist, I'm always enjoy his content and that really awesome!!",twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,woooow. Amazing!,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,"wait, he is not meant to confirm things as an elderly??  #senzomeyiwatrial",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,she is beautiful,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,do you like thefit,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Are we really that scared to cross the ball into the box? Just punt it in - there were at least 3 opportunities there and every time they just passed the ball again. Serious lack of confidence there #LFC #LEELIV,twitter,negative,0.65,Profanity,5,0,5,3
#######,#######,#######,i FUCKING HATE YOU BITCH,instagram,negative,0.85,Hate Speech,9,0,9,1
#######,#######,#######,It's the official countdown either way. We sink or swim,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,"Be proud of how far you’ve come. You’re growing, glowing, and going places. 🌱✨",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,nice,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,She is playing a guitar,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,great!!!,instagram,positive,0.6,Normal,3,3,0,3
#######,#######,#######,she is beautiful,instagram,positive,0.6,Normal,1,0,0,6
#######,#######,#######,"ainda tem o check up anual do winter e a castração dele, ai 😣",twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,so excited!!💃🏼💃🏼,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,amen. Thank you,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Thank you for kind and greatness.,twitter,positive,0.7,Normal,4,4,0,2
#######,#######,#######,Yes I affirm,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,Amazing movie.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,nice drawing,instagram,positive,0.6,Normal,3,3,0,3
#######,#######,#######,i wish this can happen every weekend to KCFC😂😂ahw the peace makers😂,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,Fuck off,instagram,negative,0.65,Profanity,-3,0,3,1
#######,#######,#######,"Thank God for the weekend. Even though I'm making money during the weekdays trading, I know how much it takes mentally so the weekends are just glorious to me.",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,so pretty🥰,instagram,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,That is a good way of winning in life.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Lovely idea,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Dogs are men best friend for a reason 😊,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,me and my beautiful sinus,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Thank you Jesus,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,sgebengu lo beautiful,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,i love savanna dry,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Don't worry. Things will definitely work fine for you.,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,😂😂,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,some will think its ai,instagram,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,Good morning :),twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Superficiality has done a number on a number of people out here. Their distorted realities are scary sometimes.,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,So cute and cool.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Thank you for the reminder,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,beautiful dance moves and you look amazing,instagram,positive,0.7,Normal,4,4,0,4
#######,#######,#######,Good to see you.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,wow so talented I thought  it was a real bird 🥹,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,"so beautiful...may He continue to be so strong through His life...and not let His challenges ever bring Him down but continue to raise Him up...wonderful boy, yes a true HERO",twitter,positive,0.7,Normal,4,4,0,2
#######,#######,#######,Lovely and Delicious,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Ziyakhamana 🔥🔥🔥🔥🔥🤣😂 even Ratha's pen is excited #senzomeyiwatrial,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,as vezes to dando scrolling na shein e lembro da avaliacao que li outro dia dizendo que o tecido da saia parecia pano de guarda chuva kkk melhor avaliação que já li na vida,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Great game. Love it. Just goes to show what happens when developers care about their product.,instagram,positive,0.7,Normal,4,4,0,5
#######,#######,#######,Thank you,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,completo ed interessante! brava!,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,are you okay? is everything okay at home?😂😂,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,One of the hardest thing is waiting for your prayers to be answered but faith is what help me hold on😒,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Zimbabwe on the cusp of causing the upset of the tournament! 🤣😂,twitter,neutral,0.5,Normal,1,0,0,6
#######,#######,#######,talented cleaner! XD XD XD,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Wamuthende ni fire si fire 🔥 😂,instagram,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,good intuition. we all have it,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Absolutely. Thank you,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,God is good,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,depois vem reese's,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,"Well tradition, really seen cool.",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,amazing talent,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,we love you mummy,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,trusted individual,instagram,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,😂😂😂😂🤣🤣,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,You are looking awesome.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Defending Diddy in December 2025 is not correct.,instagram,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,ow it's beautiful to see people embrace Lasizwe in his mental health journey,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,bring good and amazing things,twitter,positive,0.7,Normal,4,4,0,2
#######,#######,#######,Who will buy it though?,instagram,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,The peace makers😅,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,amen. thanks,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Wow!Just amazing!,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,im sorry,instagram,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,hopefully. Thanks,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Both have good understand and cooperation.,twitter,negative,0.5,Trolling,3,0,3,4
#######,#######,#######,wtf why bradley,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,😂😂 hayii and God is so suprise,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,bitch,instagram,negative,0.65,Profanity,5,0,5,1
#######,#######,#######,Love the way you read the room,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,you deserve the good things too,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,good job,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,she's the good singer😍 congratulations to her,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,it will be a good way to start the year,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Congrats on your new milestone. Great shot!,instagram,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Those are the same prices I used to pay to play on the local PS2 back in the day.,instagram,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,I know exactly which pools IPDA tags.,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Wow!! awesome food.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,That's why Desktops are the best,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Looking pretty cool.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,very nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"Welcome, great Russian president.",twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,agora já posso me justificar,twitter,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,"oh no,God of Nazareth bless them",instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,serase finalmente vem aí um dia fresco no hell de janeiro,twitter,negative,0.65,Profanity,5,0,5,5
#######,#######,#######,ta dificil trabalhar hoje,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Awesome.,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,hoje foi tudo bem na consulta da minha mãe ufa 😮‍💨,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,Looking cool and awesome.,twitter,positive,0.7,Normal,4,4,0,2
#######,#######,#######,"Clearly, this is someone who did not know what to say, under duress, he just opted to sign whatever was said so he can be set free???? How do you test truthfulness if people say Copy and paste, and I will sign? #SenzoMayiwaTrial",twitter,negative,0.85,Hate Speech,9,0,9,3
#######,#######,#######,Same Same Ai but Different,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,15 November😌,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,Keep going — you’re doing great,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,"You are still crying?? Flights landed in the US months back. You're making way too much noise for people who refused to leave! FYI SA is a founding member of the G20; they don't get to wait for an invite, it's automatic. Trump is welcome to try this with his birthday invites, tho",twitter,negative,0.5,Trolling,3,0,3,2
#######,#######,#######,se não fosse o conserto da bomba d'água daqui de casa e o gasto que vou ter por causa do ar condicionado que pifou já dava pra diminuir essa lista,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,drobha please,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Finishing in top 10,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Good to see you all tougher.,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,amen thank you,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Amen. Thank you,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,oh nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,great job mate,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,It is a lovely use of AI,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,either hot or cold we love our blankets as sothos,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,"my favourite sweet neighbour,i love you",instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,espero que ano que vem alguma loja focada em coelho aqui do br faça um calendário do advento de treats e brinquedos,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,What is the point of this stat though?,instagram,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,Love spending my money on what I want without the social pressure of others,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Good leader.,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Great to see you sir.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,"My favorite journalist, I feel cool, whenever, I see your channel.",twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,LA knight is winning it. The great guy,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,whats happening,twitter,neutral,0.5,Normal,1,0,0,6
#######,#######,#######,"I do think it should not, because he experienced real trauma from them torturing him, and he reported it to the state; they ignored him. His anger is justified",twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,A good mindset,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,amazing quality!,instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,I can only imagine the adrenaline,instagram,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,amen thank you,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Okay,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Being a Kenyan ain't for the weak😂😂💯,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,God is good,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,"Happy Christmas , a wonderful festival ahead.",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,we living a good life thank you,instagram,positive,0.7,Normal,4,4,0,4
#######,#######,#######,DeJean scoring on and off pitch,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,"i feel bad for this kid, brilliant  player",instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,sgebengu lo beautiful,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,💜💜💜may her soul rest in peace,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Pretty cool and awesome.,twitter,positive,0.7,Normal,4,4,0,2
#######,#######,#######,Amen thank you,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,some will think its ai,instagram,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,what a cute baby so beautiful,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,very good,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,"So cute and emotional, please take care and good.",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Im going to give Shein another chance😍,instagram,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,car breakdown in Bloem 💔💔,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,No way Fabrizio Romano Facebook page post this 😭😭,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,x,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,😍😍,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,bunny bnnuy bunnies love them,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,I didn't expect trading to be so boring. It's the same price delivery over and over again😂,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,"what do you want to see,thank you",instagram,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Nice couple.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Looking so good!!,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,"tbm quero ir na livraria leitura do nova américa, adoro os precinhos dos mangás dele hihi",twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,"Congratulation,  for your awesome performance.",twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,This is helpful.,twitter,positive,0.6,Normal,1,0,0,2
#######,#######,#######,"incredible album, enjoyed it.",instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,❤️,twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,trusted individual,instagram,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,nice my dear,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"Explore the latest earbuds, smartwatches, power banks, smart home devices, and other smart devices at the Oraimo online store. Keep Exploring! Use discount code: 9t761elx https://ke.oraimo.com?affiliate_code=yfd7hpkj",twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Great leader.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,i love seeing that people still exist,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,bunny,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,I love this stuff,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Congratulations Mr👏,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,"my favourite celebrity,",instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,The great guy misses once again,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,She looking good.,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,A beautiful place for that invigorating walk,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,no doubt the album is fire😍,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Best dad,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,sono,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,legs!! 🥺🥺,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Fuck off,instagram,negative,0.65,Profanity,5,0,5,1
#######,#######,#######,It is beautiful,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Good to see you sir.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Good to see you sir.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Love story of Jethalal. h,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,some will think its ai,instagram,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,well done,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"Haha, some people though. Seriously?!?",instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,nice work,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Respect of love.,twitter,positive,0.7,Normal,4,4,0,2
#######,#######,#######,😂😂,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,"It’s so irritating how little chemistry Gakpo and Kerkez have, yet we see the same combo with no improvement consistently.Kerkez bombs down the wing and Gakpo always cuts inside 99% of the time. Something has to change on the flanks. #LFC #LEELIV",twitter,negative,0.85,Hate Speech,9,0,9,3
#######,#######,#######,"Explore the latest earbuds, smartwatches, power banks, smart home, and other smart devices at Oraimo online store. Keep Exploring! Use discount code: 9t761elx https://ke.oraimo.com?affiliate_code=yfd7hpkj",twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,you are loved beautiful,instagram,positive,0.7,Normal,4,4,0,4
#######,#######,#######,😂😂 he tried,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,wow,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,oh nice,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"Explore the latest earbuds, smartwatches, power banks, smart home devices, and other smart devices at the Oraimo online store. Keep Exploring! Use discount code: 9t761elx                                                      https://ke.oraimo.com?affiliate_code=yfd7hpkj",twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,"Vini Jr played bad for Nothing, Poor block must be sad",twitter,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,Thank you.,twitter,positive,0.6,Normal,1,0,0,2
#######,#######,#######,Thank you for being positive!,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,amen thank you,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Beautiful,twitter,positive,0.6,Normal,1,0,0,6
#######,#######,#######,definately😍,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Parnets,instagram,neutral,0.5,Normal,1,0,0,6
#######,#######,#######,i love this,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,I don't get it. What was Zungu's plan?? coming on tv lying about people who are alive and kicking and watching??? What was the train of thought?? #senzomeyiwatrial,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,"""He only has to present a version, which in the mind of A FAIR JUDGE IS REASONABLY POSSIBLY TRUE"" ow Mnisi you will 8 that!!! #SenzoMeyiwaTrial",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,u are beautiful,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,You have no money,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Great reminder!,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,ouch,instagram,neutral,0.5,Normal,2,0,0,6
#######,#######,#######,"well done,this was nice",instagram,positive,0.7,Normal,3,3,0,6
#######,#######,#######,"suprise, u are very cool",twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,"well done,this was nice",instagram,positive,0.7,Normal,3,3,0,6
#######,#######,#######,"That's why we need to pay attention to aura. Good or not, just pay attention and act accordingly",twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,Triple is recycling the same EPIC word everytime after every PPV,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,Celebrate last night's victory. No one is celebrating the league.,instagram,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,CONGRATULATIONS AGAIN,instagram,neutral,0.5,Normal,1,0,0,4
#######,#######,#######,The brain is so powerful when you know how to control is 🫡,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,she is beautiful,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,"Explore the latest earbuds, smartwatches, power banks, smart home, and other smart devices at Oraimo online store. Keep Exploring! Use discount code: 9t761elx https://ke.oraimo.com?affiliate_code=yfd7hpkj",twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,Amen thank you,twitter,positive,0.6,Normal,1,0,0,5
#######,#######,#######,i love your beautiful soul,instagram,positive,0.7,Normal,4,4,0,4
#######,#######,#######,virei venti haver mas nem tive tempo de jogar com ele ainda,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,"You are stronger, smarter, and more capable than you give yourself credit for.
And the version of you you’re working toward?
 They’re proud of you already.💜💜",twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,"espero que não tenha muitos fogos hoje por causa do jogo do flamengo, os bichinhos daqui de casa ficam apavorados 😩",twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,Euro Dollar 🙃,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,sim 🗣️ bem que a dona lígia noveleira podia ter contado pra ela que isso aconteceu em a viagem pra ela não cometer o mesmo erro kk,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,🙏 but sometimes its hard to keep faith when you are facing challenges but God with Us.,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,Good looking.,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,"i just woke up, but I wanted to sleep a little longer 😴",twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,Good support.,twitter,positive,0.7,Normal,3,3,0,6
#######,#######,#######,Missed London Open. Good morning!,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Very good idea but they're driving the wrong way,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Oh Caicedo!,twitter,neutral,0.5,Normal,1,0,0,3
#######,#######,#######,great work,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,Great,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,He is the answer to all our prayers after all🙏,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,nature is beautiful,twitter,positive,0.6,Normal,3,3,0,3
#######,#######,#######,"this is amazing ,training  makes perfect .",twitter,positive,0.7,Normal,4,4,0,1
#######,#######,#######,I love it! Wish we had these things in my country too,instagram,positive,0.6,Normal,3,3,0,1
#######,#######,#######,God is good,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Pity cute and awesome.,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,beautiful,instagram,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Hi🫰,twitter,neutral,0.5,Normal,1,0,0,2
#######,#######,#######,nice makhi,instagram,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Thank you Lord,twitter,positive,0.6,Normal,3,3,0,5
#######,#######,#######,Always lying 🤥,instagram,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,I love what I see right now,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,it's 8 PM and i'm already sleepy 😭,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,You are absolutely right. insightful tweet!,twitter,positive,0.6,Normal,3,3,0,1
#######,#######,#######,colabora cmg né rigidez cognitiva fazendo favor,twitter,neutral,0.5,Normal,1,0,0,5
#######,#######,#######,ow but your star witness changed his story live in court countless times?? or are we lying?? #SenzoMeyiwatrial,twitter,negative,0.85,Hate Speech,9,0,9,3
#######,#######,#######,🤣🤣,twitter,neutral,0.5,Normal,1,0,0,1
#######,#######,#######,Good to see you!!!,twitter,positive,0.6,Normal,3,3,0,4
#######,#######,#######,God is good,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,I think I'm that one bro shit😂,instagram,negative,0.65,Profanity,5,0,5,3
#######,#######,#######,Good to see you.,twitter,positive,0.6,Normal,3,3,0,6
#######,#######,#######,Lovely! HOPE,twitter,positive,0.6,Normal,3,3,0,2
#######,#######,#######,Yesterday was a such a wonderfully wholesome day! 😍,twitter,positive,0.6,Normal,3,3,0,1
